0	8015	11001	
1	8029	11514	
2	8019	11129	
3	8027	11770	
4	8029	12027	
5	8014	14074	
6	8023	16121	
7	8010	16383	
8	8030	16383	
9	8009	16383	
10	8032	16383	
11	8021	16383	
12	8018	16383	
13	8028	16383	
14	8012	16383	
15	8023	16383	
16	8018	16383	
17	8022	16383	
18	8018	16383	
19	8023	16383	
20	8018	16383	
21	8019	16383	
22	8023	16383	
23	8024	16383	
24	8015	16383	
25	8025	16383	
26	8018	16383	
27	8024	16383	
28	8015	16383	
29	8019	16383	
30	8015	16383	
31	8024	16383	
32	8025	16383	
33	8015	16383	
34	8021	16383	
35	8020	16383	
36	8022	16383	
37	8017	16383	
38	8021	16383	
39	8024	16383	
40	8017	16383	
41	8033	16383	
42	8014	16383	
43	8021	16383	
44	8025	16126	
45	8022	13565	
46	8020	8058	
47	8018	3322	
48	8029	2810	
49	8008	2810	
50	8030	2170	
51	8018	2298	
52	8016	1721	
53	8024	1810	
54	8023	1275	
55	8023	1530	
56	8021	1145	
57	8029	1402	
58	8019	633	
59	8017	26	
60	8022	1	
61	8023	2	
62	8018	0	
63	8034	0	
64	8010	0	
65	8024	0	
66	8019	0	
67	8022	0	
68	8013	0	
69	8026	0	
70	8014	0	
71	8014	0	
72	8026	0	
73	8010	0	
74	8022	0	
75	8021	0	
76	8025	0	
77	8015	0	
78	8026	0	
79	8020	0	
80	8014	0	
81	8029	0	
82	8016	0	
83	8022	0	
84	8020	0	
85	8023	0	
86	8025	0	
87	8014	0	
88	8029	0	
89	8013	0	
90	8031	0	
91	8020	0	
92	8019	0	
93	8024	0	
94	8016	0	
95	8024	0	
96	8023	0	
97	8023	0	
98	8021	0	
99	8025	0	
100	8019	0	
101	8020	0	
102	8024	0	
103	8021	0	
104	8015	0	
105	8025	0	
106	8016	0	
107	8024	0	
108	8019	0	
109	8022	0	
110	8021	0	
111	8019	0	
112	8031	0	
113	8017	0	
114	8023	0	
115	8018	0	
116	8026	0	
117	8016	0	
118	8017	0	
119	8025	0	
120	8015	0	
121	8029	0	
122	8011	0	
123	8022	0	
124	8019	0	
125	8019	0	
126	8030	0	
127	8009	0	
128	8029	0	
129	8011	0	
130	
131	
